case_number,location,reported_date,month,year,offense_desc,statute_code,statute_desc,counts,reporting_officer
2020-00003153,KNIGHT ST & PENN ST,2020-01-10T16:14:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DJohnson
2020-00003148,380 HOPE ST,2020-01-10T15:47:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00003147,124 LAUREL HILL AVE,2020-01-10T15:43:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00003143,29 BARBARA ST,2020-01-10T15:34:00.0,1,2020,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,Central Station
2020-00003139,15 N  DAVIS ST,2020-01-10T15:19:00.0,1,2020,Auto Towed,Not Used,Parking or MV Violation,0,MTroia
2020-00003138,RTE 146 & ORMS STREET ,2020-01-10T15:18:00.0,1,2020,Article Found,Not Used,No violations,0,Central Station
2020-00003130,253 ELMWOOD AVE,2020-01-10T15:07:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00003128,HUNTINGTON AVE & CRANSTON ST,2020-01-10T15:00:00.0,1,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JButen
2020-00003128,HUNTINGTON AVE & CRANSTON ST,2020-01-10T15:00:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JButen
2020-00003121,136 KNIGHT ST,2020-01-10T14:33:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00003119,BRANCH AVE & N MAIN ST,2020-01-10T14:28:00.0,1,2020,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,GVargas
2020-00003114,22 WHELAN RD,2020-01-10T14:19:00.0,1,2020,RI Statute Violation,11-35-14,REFUSE/RELINQUISH TELEPHONE - W/O DMG,1,MMena-Torres
2020-00003114,22 WHELAN RD,2020-01-10T14:19:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,MMena-Torres
2020-00003114,22 WHELAN RD,2020-01-10T14:19:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROP,1,MMena-Torres
2020-00003111,460 SMITH ST,2020-01-10T14:06:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,RGaudiana
2020-00003108,205 DORA ST,2020-01-10T13:54:00.0,1,2020,Juvenile Matter,Not Used,No violations,0,ITavarez
2020-00500055,20 PROVIDENCE PL,2020-01-10T13:29:29.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AGroot
2020-00500054,50 MT PLEASANT AVE,2020-01-10T13:28:39.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00500053,610 UNION AVE,2020-01-10T13:20:38.0,1,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,AGroot
2020-00500052,1735 MARKET STREET ,2020-01-10T12:15:52.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,AGroot
2020-00003082,51 SILVER SPRING ST,2020-01-10T11:59:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2020-00003073,38 GLOVER ST,2020-01-10T11:28:58.0,1,2020,Request for Assistance,Not Used,No violations,0,AElie
2020-00003074,152 SPRINGFIELD ST,2020-01-10T11:14:00.0,1,2020,Drug Offenses,21-28-4.01-C2-(iv),POSSESSION OF MARIJUANA 1OZ OR LESS UNDER 18 YEARS OLD,1,ITavarez
2020-00003056,134 WENDELL ST,2020-01-10T10:18:00.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MRudolph
2020-00003050,528 CHARLES ST,2020-01-10T10:14:00.0,1,2020,Medical Aid,Not Used,No violations,0,LTaveras
2020-00003042,38 PLEASANT VALLEY PKWY,2020-01-10T09:50:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2020-00003041,969 BROAD ST ,2020-01-10T09:44:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00003038,315 BROAD ST,2020-01-10T09:39:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,LSan Lucas
2020-00003038,315 BROAD ST,2020-01-10T09:39:00.0,1,2020,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,LSan Lucas
2020-00003032,55 CORLISS ST,2020-01-10T09:25:00.0,1,2020,Medical Aid,Not Used,No violations,0,LTaveras
2020-00003021,327 FRIENDSHIP ST,2020-01-10T08:59:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ECuri
2020-00003021,327 FRIENDSHIP ST,2020-01-10T08:59:00.0,1,2020,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,2,ECuri
2020-00003021,327 FRIENDSHIP ST,2020-01-10T08:59:00.0,1,2020,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,ECuri
2020-00003021,327 FRIENDSHIP ST,2020-01-10T08:59:00.0,1,2020,Drug Offenses,21-28-4.01.1-A2,MANUFAC/POSS/DELIVER COCAINE-1OZ-1KG,1,ECuri
2020-00003015,90 FILLMORE ST,2020-01-10T08:28:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00003009,1 REGENCY PLZ,2020-01-10T08:00:00.0,1,2020,D.O.A.,Not Used,No violations,0,NFroncillo
2020-00002989,89 CLARENCE ST,2020-01-10T04:03:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,2,DRosso
2020-00002990,99 KENNEDY PLZ,2020-01-10T04:03:00.0,1,2020,Request for Assistance,Not Used,No violations,0,JLeroux
2020-00002989,89 CLARENCE ST,2020-01-10T04:03:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DRosso
2020-00002978,361 CHARLES ST,2020-01-10T02:41:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ERamos
2020-00002955,POE ST & SWAN ST,2020-01-10T00:36:00.0,1,2020,Drug Offenses,21-28-4.01-C2-(iii),POSSESSION OF MARIJUANA 1OZ OR LESS OVER 18 YEARS OF AGE,1,LFerreras
2020-00002955,POE ST & SWAN ST,2020-01-10T00:36:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LFerreras
2020-00002946,81 WASHINGTON AVE,2020-01-09T23:54:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002935,359 CARPENTER ST,2020-01-09T23:24:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,MPlace
2020-00002927,290 ADMIRAL ST,2020-01-09T22:59:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2020-00500051,14 FOREST ST,2020-01-09T21:40:23.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,TPickering
2020-00002908,508 PLAINFIELD ST,2020-01-09T20:54:00.0,1,2020,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,SCampbell
2020-00002905,264 WEYBOSSET ST,2020-01-09T20:34:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,TRichards
2020-00002895,380 HOPE ST,2020-01-09T19:40:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00500050,48 HUDSON ST,2020-01-09T19:36:28.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00002890,24 JONES ST,2020-01-09T19:07:48.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SSage
2020-00002887,HARTFORD AVE & KILLINGLY ST,2020-01-09T18:55:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JCascione
2020-00002885,325 WASHINGTON ST,2020-01-09T18:51:00.0,1,2020,Threats,Not Used,No violations,0,JButen
2020-00500049,24 SUFFOLK ST,2020-01-09T18:42:31.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,TPickering
2020-00002880,912 CHALKSTONE AVE,2020-01-09T18:32:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/U $1500 - AUTO THEFT,1,Central Station
2020-00002879,160 BROAD ST,2020-01-09T18:25:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DPreston
2020-00002874,850 MANTON AVE,2020-01-09T18:12:00.0,1,2020,"Fraud, Swindle",11-17-3,PASSING OF COUNTERFEIT CERT//BILLS/NOTES,1,MSepe
2020-00500048,20 PROVIDENCE PL,2020-01-09T17:40:38.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00002830,53 SALMON ST,2020-01-09T16:28:00.0,1,2020,Request for Assistance,Not Used,No violations,0,Central Station
2020-00002825,136 KNIGHT ST,2020-01-09T16:09:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002822,25 DEVEREUX STREET ,2020-01-09T16:03:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00002818,190 BELLEVUE AVE,2020-01-09T15:50:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JGagnon
2020-00002816,64 DARTMOUTH AVE,2020-01-09T15:45:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002812,61 MARCH ST,2020-01-09T15:32:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,Central Station
2020-00002812,61 MARCH ST,2020-01-09T15:32:00.0,1,2020,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,Central Station
2020-00002812,61 MARCH ST,2020-01-09T15:32:00.0,1,2020,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,Central Station
2020-00002813,ELM ST & RICHMOND ST,2020-01-09T15:31:32.0,1,2020,Traffic Violation,31-8-2,Parking or MV Violation,1,DBrien
2020-00002808,70 FRICKER ST,2020-01-09T15:21:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,CBrown
2020-00002808,70 FRICKER ST,2020-01-09T15:21:00.0,1,2020,Weapons,11-47-42,WEAPONS OTHER THAN FIREARMS PROHIBITED,1,CBrown
2020-00002802,244 WASHINGTON AVE,2020-01-09T15:06:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002796,308 CRANSTON ST,2020-01-09T14:51:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DCastigliego
2020-00002800,40 WESTMINSTER ST,2020-01-09T14:49:00.0,1,2020,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,SKennedy
2020-00002757,WHITFORD ST  &  ACADEMY AVE ,2020-01-09T12:43:09.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,JDeschamps
2020-00002756,2 BERKSHIRE ST ,2020-01-09T12:41:00.0,1,2020,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,Central Station
2020-00002755,W FRIENDSHIP ST & BROAD ST ,2020-01-09T12:36:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,NManfredi
2020-00002752,EDDY ST & RHODES ST,2020-01-09T12:24:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EFernandez
2020-00002749,185 COLFAX ST,2020-01-09T12:24:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00002739,320 BROAD ST,2020-01-09T11:39:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00500047,EAST ST & ARNOLD ST,2020-01-09T11:38:34.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,TPickering
2020-00002738,137 ONTARIO ST,2020-01-09T11:23:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00002734,325 WASHINGTON ST,2020-01-09T11:16:00.0,1,2020,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2020-00002736,166 WASHINGTON AVE,2020-01-09T11:14:24.0,1,2020,Suspicious Person,Not Used,No violations,0,TRichards
2020-00002729,66 WESTFIELD ST,2020-01-09T10:59:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,LFernandez
2020-00500046,515 SMITH ST,2020-01-09T10:14:57.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00002708,324 HOPE ST,2020-01-09T10:05:00.0,1,2020,Weapons,11-47-60,POSSESSION OF FIREARMS ON SCHOOL GROUNDS,1,CTorres
2020-00002719,180 CORLISS ST,2020-01-09T09:56:00.0,1,2020,Property Damage,Not Used,No violations,0,LTaveras
2020-00500045,93 MATTHEWSON ST ,2020-01-09T09:49:16.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00002703,460 CHARLES ST,2020-01-09T09:35:00.0,1,2020,Missing Persons,Not Used,No violations,0,LTaveras
2020-00002693,4 MOY ST,2020-01-09T08:45:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,ADiaz
2020-00002686,35 TERMINAL RD,2020-01-09T07:43:33.0,1,2020,Auto Towed,Not Used,Parking or MV Violation,0,TRichards
2020-00002672,389 ELMWOOD AVE,2020-01-09T04:39:00.0,1,2020,"Assault, Aggravated",11-5-2,FELONY ASSAULT,1,DSepe
2020-00002672,389 ELMWOOD AVE,2020-01-09T04:39:00.0,1,2020,RI Statute Violation,12-29-4,VIOLATION -NO CONTACT ORDER,1,DSepe
2020-00500044,31 BURLINGTON ST,2020-01-09T03:36:46.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00002669,361 RESERVOIR AVE,2020-01-09T03:20:00.0,1,2020,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/O $1500 - ALL OTH LARCENY,1,EEspinal
2020-00002667,CHARLES ST & SILVER SPRING ST,2020-01-09T02:59:00.0,1,2020,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,ALugo
2020-00002666,548 ATWELLS AVE,2020-01-09T02:52:00.0,1,2020,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,JManown
2020-00002653,CUTLER ST & BARSTOW ST,2020-01-09T02:08:00.0,1,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,3,SCooney
2020-00002650,15 BRIDGE ST,2020-01-09T01:57:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2020-00500043,SOUTH MAIN ST ,2020-01-09T01:26:40.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TPickering
2020-00002638,24 TAPPAN ST,2020-01-09T01:14:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002622,ELMWOOD AVE & PARKIS AVE,2020-01-09T00:08:00.0,1,2020,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,WGeorges
2020-00002622,ELMWOOD AVE & PARKIS AVE,2020-01-09T00:08:00.0,1,2020,Traffic Violation,31-3-18,Display of Plates Penalties,1,WGeorges
2020-00002622,ELMWOOD AVE & PARKIS AVE,2020-01-09T00:08:00.0,1,2020,Traffic Violation,31-47-9,Operating a MV without Evidence of Insurance,1,WGeorges
2020-00500042,254 ADELAIDE AVE,2020-01-08T22:10:16.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00002596,51 SILVER SPRING ST,2020-01-08T22:00:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,SMarmas
2020-00002596,51 SILVER SPRING ST,2020-01-08T22:00:00.0,1,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2020-00002593,24 TAPPAN ST,2020-01-08T21:52:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002591,612 ACADEMY AVE,2020-01-08T21:51:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2020-00002588,36 CALHOUN AVE,2020-01-08T21:29:00.0,1,2020,RI Statute Violation,8-6-1,CONTEMPT-SUPERIOR COURT,1,LPelaez
2020-00002585,50 CALIFORNIA AVE,2020-01-08T21:26:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2020-00002586,12 VEAZIE ST,2020-01-08T21:22:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,TManzotti
2020-00002578,24 TAPPAN ST,2020-01-08T21:02:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002573,96 LAUREL HILL AVE,2020-01-08T20:28:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00002572,81 WASHINGTON AVE,2020-01-08T20:24:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002557,112 STANDISH AVE,2020-01-08T19:31:00.0,1,2020,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,CCastagliuolo
2020-00002555,24 TAPPAN ST,2020-01-08T19:11:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002544,44 BRADFORD ST,2020-01-08T18:11:00.0,1,2020,Lost Article,Not Used,No violations,0,Central Station
2020-00002542,ELMWOOD AVENUE ,2020-01-08T18:05:00.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2020-00500041,2 COLLEGE ST,2020-01-08T18:03:27.0,1,2020,RI Statute Violation,11-35-17,CRANK OR OBSCENE PHONE CALLS - ALL OTH OFFENSE,1,TPickering
2020-00002537,400 SILVER SPRING ST,2020-01-08T17:51:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,Central Station
2020-00002536,558 ADMIRAL ST,2020-01-08T17:38:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TSavard
2020-00002531,CHESTER AVENUE ,2020-01-08T17:30:00.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2020-00500040,9 LOCUST ST,2020-01-08T17:08:38.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,TPickering
2020-00002534,64 FAIRFIELD AVE,2020-01-08T17:06:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,AIn
2020-00002524,80 PRISCILLA AVE,2020-01-08T16:47:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,DPfeiffer
2020-00002515,43 GILLEN ST,2020-01-08T16:23:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00002504,284 SWAN ST,2020-01-08T15:42:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,JBenros
2020-00002500,51 SILVER SPRING ST,2020-01-08T15:36:00.0,1,2020,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2020-00002499,243 SMITH ST,2020-01-08T15:35:00.0,1,2020,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,KRichards
2020-00002497,65 JUDITH ST,2020-01-08T15:33:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2020-00002501,372 BROADWAY ,2020-01-08T15:30:00.0,1,2020,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,VLopez
2020-00002487,130 CYPRESS ST,2020-01-08T15:14:00.0,1,2020,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,Central Station
2020-00002485,728 BROAD ST,2020-01-08T14:54:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MBaldassare
2020-00002475,20 ERNEST ST,2020-01-08T14:46:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,Central Station
2020-00002471,468 CRANSTON ST,2020-01-08T14:26:00.0,1,2020,Municipal Code Violation,Sec. 16-3.C,Disorderly Conduct C - Fighting Words,1,Central Station
2020-00002491,29 ACADEMY AVE,2020-01-08T14:00:00.0,1,2020,Drug Offenses,21-28-4.01-A2A,MANUFAC/POSS/DELIVER SCH 1/II,1,INerney
2020-00002491,29 ACADEMY AVE,2020-01-08T14:00:00.0,1,2020,RI Statute Violation,21-28-4.08,CONTROLLED SUBSTANCE CONSPIRACY,1,INerney
2020-00002461,825 CHALKSTONE AVE,2020-01-08T13:49:00.0,1,2020,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,JO
2020-00002460,84 10TH ST,2020-01-08T13:46:00.0,1,2020,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,RGaudiana
2020-00002457,215 UNION AVE,2020-01-08T13:35:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00002454,TROY ST & WESTMINSTER ST,2020-01-08T13:19:20.0,1,2020,Motor Vehicle Violation,Not Used,No violations,0,JDeschamps
2020-00002453,99 KENNEDY PLZ,2020-01-08T13:15:00.0,1,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,NFroncillo
2020-00002447,295 ACADEMY AVE,2020-01-08T12:41:00.0,1,2020,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,JLeone
2020-00002442,33 MOWRY ST,2020-01-08T12:40:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00002441,558 ADMIRAL ST,2020-01-08T12:36:00.0,1,2020,"Larceny, Other",11-41-6,ATTEMPTED LARCENY/U $1500 - ALL OTH LARCENY,1,ADiaz
2020-00002425,34 GALLUP ST,2020-01-08T11:34:00.0,1,2020,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2020-00002426,94 ALVERSON AVE,2020-01-08T11:33:00.0,1,2020,Missing Persons,Not Used,No violations,0,LTaveras
2020-00002420,192 MESSER ST,2020-01-08T11:17:29.0,1,2020,Disturbance,Not Used,No violations,0,TGomes
2020-00002421,130 VEAZIE ST,2020-01-08T11:16:26.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JMadeira
2020-00002412,666 DOUGLAS AVE,2020-01-08T11:04:00.0,1,2020,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,TRudd
2020-00002411,48 OPPER ST,2020-01-08T11:04:00.0,1,2020,"Fraud, Swindle",11-41-4,OBT/ MONEY-FALSE PRETENSE/PERSONATION/0 $1500 - FALSE PRETENSE,1,RMoroney
2020-00002410,64 LYNDE ST,2020-01-08T10:59:12.0,1,2020,Harassment,Not Used,No violations,0,JKane
2020-00500039,47 GORDON AVE,2020-01-08T10:37:29.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,TPickering
2020-00002399,42 BERNON ST,2020-01-08T10:30:26.0,1,2020,Missing Persons,Not Used,No violations,0,MTella
2020-00002376,CRANSTON ST ,2020-01-08T08:51:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,EFernandez
2020-00002376,CRANSTON ST ,2020-01-08T08:51:00.0,1,2020,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,EFernandez
2020-00002372,1880 WESTMINSTER ST,2020-01-08T08:31:44.0,1,2020,Threats,Not Used,No violations,0,JDalton
2020-00002364,152 SPRINGFIELD ST,2020-01-08T08:01:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,LTaveras
2020-00002357,24 CORLISS ST,2020-01-08T07:09:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,YGonzalez
2020-00002345,136 BELLEVUE AVE,2020-01-08T05:33:00.0,1,2020,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,RFedo
2020-00002337,24 TAPPAN ST,2020-01-08T02:47:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002328,345 BLACKSTONE BLVD,2020-01-08T01:39:00.0,1,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DSepe
2020-00002323,387 CHARLES ST,2020-01-08T01:19:00.0,1,2020,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,SCooney
2020-00002321,86 SUMMER ST,2020-01-08T01:01:00.0,1,2020,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,2,MPlace
2020-00002321,86 SUMMER ST,2020-01-08T01:01:00.0,1,2020,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,MPlace
2020-00002321,86 SUMMER ST,2020-01-08T01:01:00.0,1,2020,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MPlace
2020-00002316,509 PRAIRIE AVE,2020-01-08T00:16:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,ALugo
2020-00002316,509 PRAIRIE AVE,2020-01-08T00:16:00.0,1,2020,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,ALugo
2020-00002316,509 PRAIRIE AVE,2020-01-08T00:16:00.0,1,2020,Traffic Violation,31-9-1,Driving Without Consent of Owner,1,ALugo
2020-00002316,509 PRAIRIE AVE,2020-01-08T00:16:00.0,1,2020,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ALugo
2020-00002301,64 AMERICA ST,2020-01-07T23:20:00.0,1,2020,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,LPrete
2020-00002294,244 WASHINGTON AVE,2020-01-07T22:30:00.0,1,2020,Missing Persons,Not Used,No violations,0,Central Station
2020-00002293,220 INDIA ST ,2020-01-07T22:22:00.0,1,2020,"Larceny, Other",11-41-7,LARCENY FROM THE PERSON - ALL OTH LARCENY,1,GValletta
2020-00002292,244 WASHINGTON AVE,2020-01-07T22:18:00.0,1,2020,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,NManfredi
